customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,is_escalated,complaint_count,tenure_days,age,churn_risk,is_high_risk
1011-ZTFLE,2023-12-26,Paid,2026-12-25,Standard,Annual,,,15.28,577,8,0,Sonia Batra,India,Tripura,Female,1979-12-19,2026-03-25,0,70.0,1.0,4.0,996.0,46,low,0
5966-MAWYJ,2022-08-28,Referral,2026-10-06,Basic,Monthly,,,7.08,378,62,0,Ritesh Bai Malhotra,India,Uttar Pradesh,Male,1973-04-20,2024-04-26,0,78.0,1.0,2.0,1481.0,53,med,0
7380-MWETA,2023-05-17,Paid,2026-09-28,Premium,Monthly,,,23.4,1121,54,0,Puneet Bai Rao,India,Nagaland,Male,1997-03-23,2026-04-04,0,16.0,1.0,5.0,1219.0,29,med,0
1395-ZETJO,2024-08-22,Paid,2027-08-22,Basic,Annual,,,9.84,228,18,0,Kamal Tirkey,India,Uttar Pradesh,Male,1996-07-27,,0,,,,756.0,30,low,0
9127-QQVMO,2024-07-09,Paid,2027-07-09,Premium,Annual,,,21.85,548,19,0,Girish Lakra,India,Manipur,Male,1978-03-02,2026-09-05,0,50.0,0.0,1.0,800.0,48,low,0
7910-ROEKU,2024-01-01,Paid,2026-09-17,Standard,Monthly,,,14.57,568,24,0,Kishore Nath Oraon,India,Uttarakhand,Male,1986-12-21,2026-05-23,0,70.0,0.0,2.0,990.0,39,low,0
7581-NHTJI,2022-12-27,Organic,2026-12-26,Standard,Annual,,,17.94,923,6,0,Nalini Bose,India,Delhi,Female,1975-11-26,2024-09-18,0,40.0,1.0,1.0,1360.0,50,low,0
0949-HICFU,2022-05-02,Paid,2027-05-01,Basic,Annual,,,7.59,464,14,0,Tara Chand Bhatt,India,Haryana,Female,2000-11-16,2025-07-28,0,42.0,1.0,1.0,1599.0,25,low,0
7097-SKEAH,2024-03-21,Paid,2027-03-21,Standard,Annual,,,14.04,461,1,0,Shreya Raman,India,Manipur,Female,1981-03-02,2026-07-09,0,82.0,0.0,3.0,910.0,45,low,0
1268-ICYZG,2021-12-27,Paid,2026-12-26,Standard,Annual,,,13.99,767,5,0,Geeta Trivedi,India,Sikkim,Female,1971-11-25,2024-04-18,0,49.0,0.0,2.0,1725.0,54,low,0
7665-YRNNY,2023-08-24,Referral,2024-06-07,Standard,Monthly,2024-06-07,No longer interested,14.9,131,49,1,Amrita Roy,India,Telangana,Female,1981-12-06,2023-12-09,0,33.0,1.0,3.0,288.0,44,low,0
3510-QLKAA,2022-02-21,Paid,2026-09-28,Premium,Monthly,,,22.9,1344,12,0,Harish Prasad Pawar,India,Assam,Male,1991-03-29,2025-08-28,0,100.0,1.0,5.0,1669.0,35,low,0
2595-SZZPB,2025-07-14,Organic,2026-10-07,Standard,Monthly,,,17.69,307,41,0,Esha Rani Bose,India,Assam,Female,1971-05-22,2026-06-20,0,100.0,0.0,2.0,430.0,55,low,0
1538-CECVF,2026-01-20,Paid,2026-03-12,Standard,Monthly,2026-03-12,Poor content quality,12.41,14,73,1,Mohan Prasad Trivedi,India,West Bengal,Male,1984-04-15,2026-03-11,0,6.0,1.0,6.0,51.0,42,high,1
7141-QDRFC,2024-03-07,Organic,2027-03-07,Standard,Annual,,,17.57,485,22,0,Vikram Bai Baruah,India,Madhya Pradesh,Male,1981-07-14,2025-07-30,0,10.0,0.0,2.0,924.0,45,low,0
3355-JPLFC,2022-06-08,Referral,2026-09-15,Premium,Monthly,,,22.37,1199,19,0,Sushma Sinha,India,Manipur,Female,1986-09-22,,0,,,,1562.0,40,low,0
3367-FPEKR,2022-08-10,Referral,2026-09-18,Basic,Monthly,,,7.41,345,6,0,Lalit Bajwa,India,West Bengal,Male,2007-09-25,2024-09-25,0,53.0,0.0,1.0,1499.0,18,low,0
0058-RZLMJ,2024-06-27,Organic,2026-09-15,Premium,Monthly,,,20.37,550,36,0,Charu Bajwa,India,Arunachal Pradesh,Female,1985-05-31,2026-07-24,0,76.0,0.0,3.0,812.0,41,low,0
4445-IIXPS,2022-07-23,Paid,2025-12-08,Standard,Annual,2025-12-08,Poor customer support,16.08,852,46,1,Rachna Prasad Baruah,India,Andhra Pradesh,Female,1995-09-27,2024-09-02,0,30.0,0.0,3.0,1234.0,30,low,0
0866-RJMQD,2023-12-27,Referral,2026-12-26,Standard,Annual,,,17.36,566,9,0,Sneha Joshi,India,Uttar Pradesh,Female,2007-07-14,2024-09-16,0,63.0,0.0,2.0,995.0,19,low,0
6976-VMWEG,2022-03-24,Organic,2026-09-29,Standard,Monthly,,,16.2,1046,66,0,Zubin Bai Sandhu,India,Manipur,Male,2002-09-09,2024-03-30,0,71.0,0.0,2.0,1638.0,24,med,0
1704-ARBLE,2025-06-08,Organic,2027-06-08,Standard,Annual,,,12.97,248,16,0,Krishna Bose,India,Jharkhand,Male,1969-11-16,2025-11-03,0,18.0,0.0,2.0,466.0,56,low,0
1973-TZQBM,2023-08-16,Paid,2026-09-29,Premium,Monthly,,,21.78,1030,30,0,Aarti Rani Singh,India,Andhra Pradesh,Female,1988-09-16,2026-08-23,0,70.0,0.0,2.0,1128.0,38,low,0
1837-RAJAA,2026-05-04,Organic,2026-10-01,Standard,Monthly,,,17.81,81,29,0,Ruchi Trivedi,India,Himachal Pradesh,Female,2007-12-10,2026-09-13,0,65.0,0.0,3.0,136.0,18,low,0
2720-HSZYU,2025-04-13,Referral,2027-04-13,Standard,Annual,,,17.02,286,21,0,Chaitanya Raj Prasad,India,Chandigarh,Male,1991-09-17,2026-05-12,0,37.0,0.0,4.0,522.0,35,low,0
9589-CTVFT,2024-11-19,Organic,2026-10-10,Basic,Monthly,,,7.49,213,35,0,Indranil Phukan,India,Punjab,Male,1971-09-28,2025-06-23,0,63.0,1.0,4.0,667.0,55,low,0
0047-NFIEJ,2023-12-04,Paid,2026-09-19,Basic,Monthly,,,8.83,321,47,0,Parth Kumari Lakra,India,Odisha,Male,1987-12-02,2026-03-28,0,32.0,0.0,2.0,1018.0,38,low,0
0344-GSRFQ,2023-03-02,Organic,2027-03-01,Standard,Annual,,,15.78,786,10,0,Ranjit Mukherjee,India,Jammu and Kashmir,Male,1998-06-06,2026-08-24,0,42.0,0.0,5.0,1295.0,28,low,0
1854-VJBPB,2022-04-25,Paid,2026-10-01,Premium,Monthly,,,22.11,1124,23,0,Malini Oraon,India,Assam,Female,1997-03-09,2026-05-15,0,27.0,0.0,4.0,1606.0,29,low,0
4700-CWHPZ,2024-11-15,Paid,2026-10-06,Standard,Monthly,,,13.74,352,12,0,Somesh Kohli,India,Assam,Male,1982-10-02,2025-12-29,0,66.0,0.0,1.0,671.0,43,low,0
6867-FRGXU,2023-05-05,Referral,2023-09-20,Basic,Monthly,2023-09-20,Poor content quality,9.32,39,97,1,Ishan Kumar Rana,India,Jammu and Kashmir,Male,1996-05-12,,0,,,,138.0,30,high,1
7366-KZJVP,2022-01-29,Paid,2027-01-28,Basic,Annual,,,8.52,579,8,0,Ravi Das,India,Mizoram,Male,1963-01-13,,0,,,,1692.0,63,low,0
9844-LOKMB,2024-05-06,Paid,2027-05-06,Standard,Annual,,,14.49,450,3,0,Navya Oraon,India,Haryana,Female,1984-04-23,2025-11-04,0,77.0,1.0,2.0,864.0,42,low,0
1886-WELAF,2022-05-15,Referral,2026-09-21,Premium,Monthly,,,23.86,1496,9,0,Hardik Desai,India,Chandigarh,Male,1994-11-03,2024-05-25,0,95.0,0.0,2.0,1586.0,31,low,0
6834-FVUEW,2023-06-06,Paid,2027-06-05,Basic,Annual,,,9.74,379,20,0,Aarohi Bai Mehra,India,Mizoram,Female,1985-07-16,2024-05-29,0,50.0,0.0,1.0,1199.0,41,low,0
0744-YNMYI,2022-04-23,Paid,2026-09-29,Basic,Monthly,,,7.69,477,75,0,Hema Kumari Chatterjee,India,Mizoram,Female,1990-08-16,,0,,,,1608.0,36,high,1
5284-HBYVO,2026-07-01,Organic,2027-07-01,Premium,Annual,,,20.35,46,7,0,Atul Sarkar,India,Odisha,Male,1969-11-08,2026-07-17,0,42.0,0.0,2.0,78.0,56,low,0
7090-XXRDO,2022-01-21,Organic,2025-02-27,Standard,Annual,2025-02-27,Personal reasons,16.22,579,86,1,Tanmay Mishra,India,Delhi,Male,2006-11-22,2024-04-04,0,44.0,0.0,8.0,1133.0,19,high,1
6980-MJZEB,2022-10-31,Paid,2026-10-10,Premium,Monthly,,,20.53,888,12,0,Aarti Thakur,India,Gujarat,Female,1988-02-21,2025-02-17,0,78.0,0.0,3.0,1417.0,38,low,0
3768-BDCQH,2024-01-11,Organic,2026-09-27,Standard,Monthly,,,15.37,492,30,0,Shekhar Devi Bansal,India,Tamil Nadu,Male,1968-10-31,2025-08-30,0,73.0,0.0,2.0,980.0,57,low,0
7296-TQSWV,2026-04-28,Paid,2027-04-28,Standard,Annual,,,17.22,65,27,0,Ranjana Pillai,India,Assam,Female,1962-11-22,2026-07-28,0,3.0,0.0,3.0,142.0,63,low,0
7372-TRECP,2022-12-05,Paid,2025-05-22,Premium,Monthly,2025-05-22,Too expensive,24.35,745,40,1,Vijaya Trivedi,India,Madhya Pradesh,Female,2000-06-22,2025-03-30,0,42.0,1.0,7.0,899.0,26,low,0
9076-VWPEN,2026-04-15,Organic,2026-10-12,Standard,Monthly,,,14.13,68,7,0,Manish Malhotra,India,Uttar Pradesh,Male,1971-03-21,,0,,,,155.0,55,low,0
1837-ABINX,2025-03-26,Organic,2026-09-17,Premium,Monthly,,,20.59,441,56,0,Nidhi Malhotra,India,Karnataka,Female,1988-03-10,2025-06-14,0,49.0,0.0,2.0,540.0,38,med,0
4848-AVHQG,2024-03-01,Paid,2027-03-01,Basic,Annual,,,8.73,293,10,0,Indranil Prasad Agarwal,India,West Bengal,Male,1976-07-30,2026-07-04,0,69.0,0.0,4.0,930.0,50,low,0
1327-LMEDK,2026-01-12,Referral,2026-10-09,Basic,Monthly,,,8.95,72,67,0,Zara Kohli,India,Telangana,Female,2000-08-24,2026-06-01,0,46.0,1.0,3.0,248.0,26,med,0
0802-NOYTR,2022-02-23,Paid,2026-09-30,Basic,Monthly,,,8.39,597,20,0,Zara Rathore,India,Goa,Female,2006-03-20,2023-08-09,0,73.0,0.0,1.0,1667.0,20,low,0
0903-ERAID,2026-03-30,Referral,2026-07-28,Standard,Annual,2026-07-28,Too expensive,17.57,66,3,1,Sangeeta Nath Thakur,India,Tripura,Female,1988-10-20,2026-05-27,0,45.0,0.0,1.0,120.0,37,low,0
5283-OUYMZ,2023-07-09,Referral,2026-09-21,Standard,Monthly,,,16.17,581,57,0,Devika Nath Prasad,India,Gujarat,Female,1965-12-23,2025-12-19,0,66.0,0.0,2.0,1166.0,60,med,0
9433-VBXPG,2025-01-27,Paid,2026-09-19,Basic,Monthly,,,8.42,153,3,0,Aryan Hegde,India,West Bengal,Male,1990-10-29,,0,,,,598.0,35,low,0
3261-KKQGM,2022-04-27,Paid,2026-10-03,Standard,Monthly,,,15.87,947,27,0,Khushi Jadhav,India,Karnataka,Female,2003-09-01,,0,,,,1604.0,23,low,0
2573-HEJYJ,2022-11-21,Paid,2023-10-02,Premium,Monthly,2023-10-02,Too expensive,22.39,224,41,1,Zubin Jadhav,India,Uttar Pradesh,Male,1970-01-20,2023-05-17,0,3.0,1.0,2.0,315.0,56,low,0
2460-ZIDRR,2025-10-21,Organic,2026-09-16,Basic,Monthly,,,7.17,80,9,0,Jagdish Subramaniam,India,Jharkhand,Male,1979-11-29,2026-04-27,0,69.0,0.0,2.0,331.0,46,low,0
5817-RTHOE,2023-01-22,Organic,2026-10-03,Basic,Monthly,,,9.05,405,20,0,Preeti Prasad Chandra,India,Tamil Nadu,Female,1988-03-15,2026-07-22,0,95.0,0.0,3.0,1334.0,38,low,0
0285-GEHQF,2023-10-11,Referral,2026-03-13,Basic,Annual,2026-03-13,Too expensive,8.98,238,57,1,Rajesh Nath Venkatesh,India,Kerala,Male,1975-06-12,2025-08-12,0,10.0,0.0,6.0,884.0,51,med,0
4059-IHQIN,2023-04-18,Paid,2026-09-29,Basic,Monthly,,,8.05,364,28,0,Atul Pawar,India,Bihar,Male,1975-03-04,2025-02-26,0,81.0,1.0,1.0,1248.0,51,low,0
5816-TKRIL,2024-12-12,Referral,2026-12-12,Basic,Annual,,,9.91,255,35,0,Archana Krishnan,India,Punjab,Female,1991-04-14,2026-06-18,0,20.0,0.0,1.0,644.0,35,low,0
4110-AQDDA,2024-07-20,Referral,2025-08-12,Basic,Monthly,2025-08-12,Poor content quality,9.41,125,9,1,Sanjay Phukan,India,Sikkim,Male,1979-03-26,2025-04-04,0,36.0,0.0,1.0,388.0,47,low,0
7487-PDQTN,2023-12-06,Paid,2026-12-05,Premium,Annual,,,23.11,894,6,0,Nakul Bhosale,India,Mizoram,Male,1999-07-30,,0,,,,1016.0,27,low,0
0763-NSWLQ,2022-12-21,Organic,2026-06-18,Premium,Monthly,2026-06-18,Too expensive,23.25,951,10,1,Abhishek Nath Thakur,India,Odisha,Male,1984-03-06,2025-06-18,0,44.0,0.0,3.0,1275.0,42,low,0
6309-OLJXZ,2025-02-05,Referral,2026-09-28,Standard,Monthly,,,14.26,291,43,0,Shilpa Yadav,India,Manipur,Female,1985-04-06,2026-04-22,0,42.0,1.0,2.0,589.0,41,low,0
7577-DUXEX,2024-12-24,Paid,2026-07-08,Premium,Monthly,2026-07-08,Too expensive,23.15,382,92,1,Kishore Bai Shah,India,Rajasthan,Male,1988-10-04,2026-07-01,0,19.0,0.0,5.0,561.0,37,high,1
9772-BXSJG,2023-04-11,Referral,2026-09-22,Basic,Monthly,,,7.9,320,7,0,Devendra Kumari Chopra,India,Meghalaya,Male,1980-11-04,2024-08-07,0,69.0,0.0,2.0,1255.0,45,low,0
9129-MZQXG,2022-08-08,Paid,2026-09-16,Standard,Monthly,,,14.65,838,80,0,Arjun Rani Negi,India,Puducherry,Male,1965-03-15,2025-12-01,0,41.0,0.0,2.0,1501.0,61,high,1
4000-HRGTZ,2024-11-11,Paid,2026-10-02,Basic,Monthly,,,8.89,228,7,0,Sudevi Chand Goel,India,Bihar,Female,1984-09-11,2026-08-17,0,54.0,0.0,7.0,675.0,42,low,0
5670-AZMPF,2024-08-13,Paid,2026-10-02,Standard,Monthly,,,13.6,426,35,0,Nidhi Kumar Oraon,India,Odisha,Female,1982-02-13,2025-09-16,0,39.0,0.0,2.0,765.0,44,low,0
5948-AKATL,2025-04-18,Organic,2026-10-10,Standard,Monthly,,,14.56,247,37,0,Satish Raj Shinde,India,Andhra Pradesh,Male,2006-05-24,2026-03-11,0,100.0,0.0,2.0,517.0,20,low,0
2292-MVMWM,2022-11-20,Referral,2026-11-19,Standard,Annual,,,17.41,960,6,0,Parth Raj Chadha,India,Goa,Male,1993-03-30,2025-11-10,0,80.0,0.0,4.0,1397.0,33,low,0
7180-DFYZO,2022-09-21,Organic,2026-09-20,Standard,Annual,,,15.97,756,1,0,Ananya Rani Chopra,India,Himachal Pradesh,Female,1970-12-28,2025-11-12,0,98.0,0.0,2.0,1457.0,55,low,0
8746-XWUMX,2023-03-14,Referral,2026-09-24,Standard,Monthly,,,17.92,836,83,0,Esha Kumar Thakur,India,Jammu and Kashmir,Female,1976-08-10,,0,,,,1283.0,50,high,1
3342-JHDTL,2025-01-04,Paid,2027-01-04,Basic,Annual,,,9.2,167,41,0,Harshad Joshi,India,Tamil Nadu,Male,1989-07-11,2026-06-27,0,18.0,0.0,4.0,621.0,37,low,0
4985-JRFYU,2025-09-29,Paid,2026-09-29,Basic,Annual,,,9.07,127,16,0,Nakul Rathore,India,Puducherry,Male,1969-06-17,2026-05-18,0,85.0,1.0,2.0,353.0,57,low,0
0323-ZHCLM,2025-05-03,Organic,2027-05-03,Standard,Annual,,,12.1,226,13,0,Gaurav Ghosh,India,West Bengal,Male,1978-05-21,2025-11-29,0,95.0,1.0,2.0,502.0,48,low,0
1375-JRZWZ,2024-09-21,Paid,2026-07-10,Standard,Monthly,2026-07-10,Poor content quality,16.07,437,35,1,Shailendra Raj Raman,India,Meghalaya,Male,1968-10-02,2025-12-26,0,18.0,1.0,3.0,657.0,57,low,0
4908-HEDFI,2026-01-23,Organic,2027-01-23,Premium,Annual,,,20.92,185,25,0,Gayatri Vora,India,Madhya Pradesh,Female,2006-06-07,,0,,,,237.0,20,low,0
3428-FPJEE,2024-09-16,Referral,2026-10-06,Standard,Monthly,,,12.18,267,7,0,Hiral Bai Negi,India,Rajasthan,Female,1998-08-30,2026-05-10,0,68.0,0.0,2.0,731.0,28,low,0
2577-AXMUA,2024-09-01,Organic,2025-08-25,Premium,Monthly,2025-08-25,Too expensive,23.37,301,20,1,Sarvesh Kerketta,India,Chandigarh,Male,1971-02-07,2025-02-05,0,44.0,1.0,2.0,358.0,55,low,0
6677-YCCIF,2026-02-19,Organic,2026-05-01,Premium,Annual,2026-05-01,No longer interested,20.22,44,54,1,Kamla Bai Thapar,India,Bihar,Female,1984-12-18,2026-04-03,0,60.0,0.0,1.0,71.0,41,med,0
1203-NADUN,2023-04-28,Paid,2027-04-27,Premium,Annual,,,21.48,805,8,0,Satish Deshmukh,India,Assam,Male,1988-01-19,2026-03-07,0,71.0,0.0,2.0,1238.0,38,low,0
3870-IBTMY,2022-12-23,Organic,2026-10-03,Basic,Monthly,,,8.62,398,53,0,Ishita Kapoor,India,West Bengal,Female,2006-04-05,2023-01-24,0,2.0,0.0,1.0,1364.0,20,med,0
2138-VOXWU,2022-09-28,Referral,2026-09-27,Standard,Annual,,,16.52,1000,10,0,Shivani Raj Bhatt,India,Madhya Pradesh,Female,2000-01-10,2026-02-08,0,55.0,0.0,2.0,1450.0,26,low,0
2219-KBFXU,2023-05-24,Referral,2024-01-06,Basic,Monthly,2024-01-06,Personal reasons,7.14,61,81,1,Sunita Barman,India,Odisha,Female,2007-03-20,2023-12-15,0,47.0,0.0,3.0,227.0,19,high,1
7126-DODCT,2023-04-16,Paid,2026-09-27,Basic,Monthly,,,7.47,298,30,0,Rani Rani Gupta,India,Assam,Female,1982-09-06,2024-04-28,0,44.0,0.0,2.0,1250.0,44,low,0
5231-ROSWK,2022-02-07,Organic,2024-02-18,Premium,Monthly,2024-02-18,Too expensive,22.85,622,61,1,Devendra Rani Rathore,India,Maharashtra,Male,1984-01-12,2023-08-10,0,58.0,0.0,3.0,741.0,42,med,0
0849-NVBMP,2023-11-26,Referral,2026-10-11,Premium,Monthly,,,24.69,834,73,0,Satish Khanna,India,Tamil Nadu,Male,2001-06-23,2026-06-18,0,66.0,0.0,5.0,1026.0,25,high,1
9116-KBDIR,2022-09-14,Referral,2024-12-01,Standard,Annual,2024-12-01,Too expensive,12.65,385,6,1,Deepa Lal Kerketta,India,Telangana,Female,1970-02-14,2024-08-13,0,48.0,1.0,3.0,809.0,56,low,0
7233-JZHXW,2023-04-17,Organic,2024-02-02,Basic,Monthly,2024-02-02,Poor content quality,7.97,70,66,1,Priya Kumari Khanna,India,Nagaland,Female,1967-08-21,2023-11-02,0,49.0,0.0,2.0,291.0,59,med,0
2343-ZIROT,2023-12-08,Paid,2026-12-07,Standard,Annual,,,17.72,661,5,0,Malini Yadav,India,Himachal Pradesh,Female,2004-05-15,2025-12-31,0,59.0,1.0,3.0,1014.0,22,low,0
0730-VHBKJ,2024-01-25,Organic,2027-01-24,Standard,Annual,,,15.79,636,3,0,Aarohi Chand Verma,India,Goa,Female,1984-04-21,2025-11-30,0,95.0,0.0,1.0,966.0,42,low,0
1323-SYJHX,2022-03-01,Paid,2026-10-06,Standard,Monthly,,,16.37,1136,24,0,Indranil Malhotra,India,Maharashtra,Male,1998-12-18,2023-12-06,0,63.0,0.0,2.0,1661.0,27,low,0
6439-PUKYY,2025-11-24,Paid,2026-09-20,Basic,Monthly,,,7.36,68,13,0,Arun Raj Yadav,India,Tripura,Male,1974-07-24,2026-07-24,0,56.0,0.0,5.0,297.0,52,low,0
4746-XHXNQ,2022-03-04,Referral,2027-03-03,Basic,Annual,,,8.66,443,2,0,Varsha Bai Naidu,India,Nagaland,Female,1968-05-09,2026-08-16,0,93.0,0.0,3.0,1658.0,58,low,0
7831-WIGHM,2024-10-20,Organic,2026-10-10,Standard,Monthly,,,14.79,371,1,0,Akash Mehra,India,Uttarakhand,Male,1990-02-06,,0,,,,697.0,36,low,0
0877-LFHNU,2024-11-11,Organic,2026-11-11,Basic,Annual,,,9.6,257,15,0,Pinky Raman,India,Haryana,Female,1969-12-01,2026-06-12,0,69.0,0.0,2.0,675.0,56,low,0
0334-BSMQV,2024-08-30,Referral,2026-09-19,Standard,Monthly,,,17.5,505,11,0,Karan Lakra,India,Odisha,Male,1970-11-01,,0,,,,748.0,55,low,0
3713-BLUSW,2022-02-15,Organic,2026-09-22,Basic,Monthly,,,7.51,482,47,0,Anushka Devi Rao,India,Himachal Pradesh,Female,1970-08-05,2024-01-05,0,57.0,0.0,3.0,1675.0,56,low,0
3897-VRPWA,2021-09-23,Paid,2026-09-27,Standard,Monthly,,,14.69,963,40,0,Hardik Bansal,India,Andhra Pradesh,Male,1992-10-26,2022-09-23,0,75.0,0.0,1.0,1820.0,33,low,0
1222-HIXVS,2022-04-30,Paid,2027-04-29,Basic,Annual,,,7.65,395,12,0,Urmila Chopra,India,Goa,Female,1989-03-20,2026-02-22,0,75.0,0.0,2.0,1601.0,37,low,0
0499-IEAZX,2024-10-27,Referral,2026-10-27,Basic,Annual,,,9.38,212,22,0,Naveen Kulkarni,India,Jammu and Kashmir,Male,1981-08-15,2025-01-06,0,50.0,0.0,1.0,690.0,45,low,0
3702-TZCCL,2024-12-27,Paid,2026-09-18,Standard,Monthly,,,12.28,301,10,0,Vishal Jain,India,West Bengal,Male,1973-07-22,2025-04-17,0,97.0,0.0,1.0,629.0,53,low,0
8515-WDHRT,2025-04-02,Referral,2026-09-24,Standard,Monthly,,,16.66,356,19,0,Mamta Shah,India,Sikkim,Female,1981-01-02,,0,,,,533.0,45,low,0
7078-EZBBQ,2024-05-19,Paid,2025-11-20,Basic,Monthly,2025-11-20,Personal reasons,8.98,169,86,1,Sachin Pillai,India,Puducherry,Male,1962-07-21,2025-05-30,0,8.0,0.0,2.0,550.0,64,high,1
0279-BLSPL,2022-09-18,Organic,2026-09-27,Standard,Monthly,,,16.17,734,32,0,Rajiv Arora,India,Andhra Pradesh,Male,1988-03-14,2026-05-09,0,33.0,0.0,6.0,1460.0,38,low,0
5492-HUFFG,2025-04-02,Organic,2026-08-18,Basic,Annual,2026-08-18,No longer interested,8.53,144,6,1,Deepika Kumar Chadha,India,Rajasthan,Female,1997-07-17,2026-07-02,0,64.0,0.0,4.0,503.0,29,low,0
4265-IWLYO,2025-12-08,Paid,2026-10-04,Basic,Monthly,,,7.49,66,23,0,Omkar Devi Bhatia,India,Chhattisgarh,Male,1972-09-04,2026-08-28,0,63.0,0.0,5.0,283.0,54,low,0
7374-SKNBV,2025-10-11,Referral,2026-05-18,Standard,Monthly,2026-05-18,Too expensive,15.05,101,5,1,Priya Grewal,India,Karnataka,Female,1995-03-14,2026-04-15,0,83.0,0.0,7.0,219.0,31,low,0
4755-LIIOI,2023-12-23,Organic,2026-12-22,Standard,Annual,,,16.78,602,40,0,Rajat Kaur,India,Chhattisgarh,Male,1976-01-12,2026-06-24,0,40.0,0.0,3.0,999.0,50,low,0
9199-OFQOH,2024-08-31,Referral,2026-06-27,Basic,Monthly,2026-06-27,Poor content quality,9.93,217,18,1,Deepa Devi Rathore,India,Uttar Pradesh,Female,1972-03-20,2026-04-10,0,34.0,1.0,6.0,665.0,54,low,0
6502-ENWND,2025-03-29,Referral,2026-06-03,Standard,Annual,2026-06-03,Too expensive,17.4,240,31,1,Jyoti Kumar Negi,India,Telangana,Female,1968-08-27,2025-10-18,0,40.0,1.0,4.0,431.0,58,low,0
4935-DCGVF,2025-02-01,Organic,2026-09-24,Basic,Monthly,,,9.25,182,11,0,Kailash Kale,India,Karnataka,Male,1995-10-07,2026-06-20,0,63.0,0.0,4.0,593.0,30,low,0
7023-QAECM,2023-04-25,Paid,2024-02-06,Standard,Monthly,2024-02-06,No longer interested,12.68,131,14,1,Zara Murthy,India,Kerala,Female,1986-11-04,2023-06-27,0,94.0,0.0,2.0,287.0,39,low,0
5927-CTMFB,2025-09-09,Referral,2025-12-19,Standard,Annual,2025-12-19,Poor content quality,12.55,47,21,1,Vaishali Chauhan,India,Uttar Pradesh,Female,1978-04-10,2025-09-27,0,46.0,0.0,1.0,101.0,48,low,0
5791-BGKVX,2025-01-09,Organic,2026-10-01,Standard,Monthly,,,16.57,410,5,0,Pari Raman,India,Uttar Pradesh,Female,2000-03-03,2026-08-12,0,61.0,0.0,1.0,616.0,26,low,0
6857-AHHPN,2023-11-19,Organic,2024-07-04,Standard,Monthly,2024-07-04,Too expensive,12.3,89,33,1,Rahul Lal Menon,India,Odisha,Male,1970-10-26,2024-02-27,0,68.0,0.0,3.0,228.0,55,low,0
8887-LPIIQ,2025-11-16,Paid,2026-04-17,Standard,Monthly,2026-04-17,No longer interested,16.47,81,34,1,Gaurav Kale,India,Gujarat,Male,2007-01-31,2026-03-24,0,27.0,0.0,3.0,152.0,19,low,0
4415-SNYWU,2023-09-29,Paid,2025-09-20,Basic,Annual,2025-09-20,Poor content quality,9.13,228,11,1,Sanjay Kumar Baruah,India,Andhra Pradesh,Male,1970-06-22,2024-11-24,0,42.0,0.0,3.0,722.0,56,low,0
8345-PQYCR,2023-10-26,Referral,2026-10-25,Basic,Annual,,,8.95,386,2,0,Dinesh Kumar Sen,India,Mizoram,Male,1966-05-04,2026-06-17,0,81.0,0.0,5.0,1057.0,60,low,0
4696-HSPNB,2022-07-09,Referral,2025-03-29,Standard,Annual,2025-03-29,Switched to competitor,17.9,629,50,1,Pradeep Kaur,India,Goa,Male,1991-11-25,2023-11-30,0,39.0,0.0,4.0,994.0,34,med,0
8460-KQXXX,2023-12-14,Organic,2026-12-13,Basic,Annual,,,8.37,337,22,0,Vinay Joshi,India,Bihar,Male,1968-08-20,2024-12-29,0,67.0,0.0,2.0,1008.0,58,low,0
5050-MMULY,2022-04-21,Paid,2026-03-29,Standard,Monthly,2026-03-29,No longer interested,15.21,854,29,1,Puneet Nath Solanki,India,Goa,Male,1975-06-13,2025-05-17,0,28.0,0.0,2.0,1438.0,51,low,0
6809-RKJTH,2025-12-10,Organic,2026-10-06,Basic,Monthly,,,8.66,96,41,0,Devansh Grewal,India,Uttar Pradesh,Male,1962-12-09,2026-09-06,0,66.0,0.0,4.0,281.0,63,low,0
1940-ZXONP,2024-10-08,Referral,2026-09-28,Standard,Monthly,,,14.96,316,27,0,Rikim Arora,India,Arunachal Pradesh,Female,1962-08-11,2026-06-10,0,65.0,0.0,3.0,709.0,64,low,0
9449-WAYHW,2025-11-07,Referral,2026-11-07,Basic,Annual,,,9.15,91,6,0,Ishita Phukan,India,Haryana,Female,1968-04-10,2026-02-22,0,28.0,0.0,2.0,314.0,58,low,0
1419-GAVDU,2025-10-28,Paid,2026-10-28,Standard,Annual,,,14.41,131,5,0,Jagdish Naidu,India,Telangana,Male,2001-01-18,2026-05-14,0,44.0,1.0,2.0,324.0,25,low,0
9447-QIYIE,2024-05-03,Referral,2027-05-03,Standard,Annual,,,13.28,442,16,0,Kishore Bai Oraon,India,Goa,Male,1987-04-11,2024-09-25,0,30.0,0.0,2.0,867.0,39,low,0
3903-OKYQB,2025-11-13,Paid,2026-02-16,Standard,Monthly,2026-02-16,Poor customer support,14.3,44,62,1,Trisha Nath Solanki,India,West Bengal,Female,1995-08-15,2026-02-10,0,57.0,1.0,6.0,95.0,31,med,0
